,claim,label
270,The CDC “lowered the bar” for developmental milestones instead of acknowledging the effects of COVID-19 restrictions in children,misleading
271,Erythromycin eye ointment given to newborns carries many risks,misleading
272,Umbilical cord stem cells can be a cure for HIV; umbilical cord blood should be collected,misleading
273,"In 2021, cases of pregnancy and fertility issues, cancer, neurological issues, and heart disease spiked after COVID-19 vaccination",misleading
274,"A study from Johns Hopkins on natural immunity to COVID-19 demonstrates that infection provides better protection than vaccination, challenging official vaccine recommendations for previously infected people",misleading
275,The COVID-19 vaccine “destroys the subject’s natural immune system”; HIV VB variant is a “cover up”,false
276,"“Lockdowns only reduced COVID-19 mortality by .2%, study finds”",misleading
277,Highly infectious HIV 'VB' variant makes people ill twice as quickly,true
278,"Ten countries “announced the cancellation of all quarantine procedures, Corona tests, and compulsory vaccination”",false
279,Phase 3 trial shows that Ivermectin is effective against Omicron,false
280,“Worldwide Data suggests Fully Vaccinated [people] are developing Acquired Immunodeficiency Syndrome”,false
281,“Total Deaths From COVID MUCH LOWER Than Reported”,false
282,"the COVID-19 vaccines are experimental and ineffective; “natural immunity is superior to the vaccine induced immunity”; vaccine-induced spike protein is dangerous, causes serious side effects; “Omicron is a mild variant. It is absolutely able to escape prior vaccination”",misleading
283,The COVID-19 vaccines are experimental,false
284,"The COVID-19 vaccine contains bacteria and HIV, prevents body from making new white blood cells",misleading
285,Zinc supplements can protect against COVID-19; Zinc “kills the virus” and zinc ionophores are a “a zinc delivery system” that “allows zinc to go from outside the cell to inside the cell”,false
286,“The shots were not studied in pregnant women”; “we have seen 50 times the rate of reporting [in VAERS] per month of miscarriages for this vaccine than the other vaccines put together.”,false
287,“Danish researchers [...] found protection against Omicron turned negative three months after the second dose”,misleading
288,75% of deaths were people with ‘at least four comorbidities’,misleading
289,Booster COVID-19 vaccine doses can “shut down the immune response”; heart damage following vaccination is “quite frequent”; “many of these [SARS-CoV-2] mutations are being driven by the evolutionary selection caused by the vaccines”,false
290,“COVID-19 shots are not vaccines” because they don’t “prevent one from becoming infected”,false
291,“If you stop testing it all goes away and people just have colds like before”,false
292,a “game-changing study” showed that “COVID vaccines [were] more dangerous than the virus itself”; “children aged 12 to 17 are more likely to be hospitalized for myocarditis than for COVID.”,false
293,"the pandemic was planned; the COVID-19 vaccines are experimental; previously infected people have “permanent immunity”; VAERS shows vaccines killed thousands of people, vaccine-induced spike protein causes damage",false
294,mRNA vaccines force “your child’s body to make toxic spike proteins. These proteins often cause permanent damage in children’s critical organs”; “there is no benefit for your children or your family to be vaccinating your children”,false
295,A preprint of an ivermectin study in the Brazilian city of Itajaí found that prophylactic ivermectin reduced COVID-19 hospitalization and mortality by half,misleading
296,"“Dr. Fauci opens up the possibility that the COVID-19 vaccine could be making people more likely to be infected by the virus”, “a vaccine that looked good in initial safety actually made people worse”",misleading
297,“antibodies that people produce against the coronavirus spike protein may lead to myocarditis”,misleading
298,"“In Germany, a fence separates vaccinated and unvaccinated people. The biggest symptom of COVID is insanity”",false
299,'Omicron COVID Variant Found ONLY in Fully Vaccinated',misleading
300,Forbes article is evidence that COVID-19 vaccines change our DNA,false
301,"“Pathogens evolve to become less, not more, virulent over time”",false
302,“Sweden obliterates the lie of ‘vaccines’ as ticket to ending pandemic”; mass vaccination create vaccine-mediated viral enhancement,false
303,"COVID-19 vaccine spike proteins accumulate in the nucleus of cells, “destroy DNA repair pathways, paving the way for CANCER” and “destroy the immune system”",false
304,“more children will die from the vaccine than will die from COVID in the first place and there’s proof”,misleading
305,Previously infected individuals who get reinfected don’t transmit the virus to others; previous infection provides “better protection” than vaccination and this immunity “does not wane”,misleading
306,“The CDC Finally Admits a Massive Number of Americans Have ‘Natural Immunity’: 146.6 Million People”; 94% of Covid-related deaths were not caused by Covid-19,false
307,“Wife of Pfizer’s CEO dies after complications from the vaccine”,false
308,The WHO considers a child's presence at school alone to be sufficient as informed consent for vaccination,false
309,"Long COVID is “mostly a mental disease”; the condition long COVID is solely due to a person’s belief, not actual disease; long COVID doesn’t exist",false
310,"The Pfizer-BioNTech COVID-19 vaccine for children contains tromethamine, “a heart attack medication” with “a lot of potentially serious side effects”",false
311,“Italian Higher Institute of Health has drastically reduced the country’s official COVID death toll number by over 97% after changing the definition of a fatality to someone who died from COVID rather than with COVID”,false
312,Luciferase is in the COVID-19 vaccines to tag and track people,false
313,The Vaccine Surveillance Reports published by the U.K. government suggest that fully vaccinated people are developing AIDS,misleading
314,It “took 15 years to uncover” Chantix’s carcinogenic effects; there are reasons for being “skeptical of something that hasn’t even been established/approved for a full 12 months”,misleading
315,"“they are needing to change the definition of what it means to be fully vaccinated” “40% of deaths from C19 last week [...] were fully vaccinated, [...] that’s a jump of 51.2%”",misleading
316,“Covid SURGES Among Most Vaxxed Communities Says Harvard Study”,misleading
317,"Prenatal ultrasound carries “extreme risks”, including miscarriage and genetic damage",misleading
318,COVID-19 vaccines contain graphene and living organisms made of aluminum,misleading
319,"“If you are vaccinated against COVID-19, you face no conceivable danger whatsoever from people who have not been vaccinated”; many unvaccinated people “have natural immunity and are less likely to get sick than a vaccinated person from COVID”",false
320,Ivermectin played a role on the steep decline of COVID-19 cases in Indonesia,misleading
321,“Spanish High Court Confirms That Covid 19 Does Not Exist!”,false
322,“Study: Vaccines Being Administered Incorrectly”; “Now we find out they're administering the [COVID-19] jabs incorrectly”,misleading
323,"“All the Amish know we got herd immunity”, “We all got the Covid, so why would you get a vaccine?”",misleading
324,“Covid-19 vaccinated people have accounted for 81% of Covid-19 deaths this summer”; “Covid-19 deaths are over twelve times higher than the same period last year”; “vaccine programme has clearly failed”,misleading
325,'The most populated state in India just declared they are officially COVID-19 free after promoting widespread use of the safe proven medicine',misleading
326,"1 in 1,000 children vaccinated against COVID-19 dies",false
327,"If you get the Pfizer vax, you’re more likely to get COVID",false
328,“The California study finds that vaccinated individuals are more susceptible to COVID variant infections than unvaccinated”,false
329,“There has been NO unusual excess mortality” related to COVID; “Lockdowns do not prevent the spread of disease”; “Masks don’t work”; “PCR tests were not designed to diagnose illness”,false
330,“The Red Cross says anyone who has received a COVID-19 vaccine cannot donate convalescent plasma”; “the vaccine wipes out these antibodies [against SARS-CoV-2]”,false
331,'FDA experts reveal the Covid-19 Vaccines are killing at least 2 people for every 1 life they save',false
332,COVID-19 vaccines weaken the immune system; “Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients”,misleading
333,"“Now the vaccines are no longer working“; “the vaccine never stopped transmission“; “earlier-vaccinated people experience a complete waning of the injection-induced antibodies”; antibody therapy, “the one option that works”, is blocked by the government",misleading
334,"For men, a positive pregnancy test equals testicular cancer",misleading
335,"“Black Africans possess more DNA series than any other group on earth”; The more DNA series you have, the greater your potential for genius”; “they copyrighted that study, to hide that truth”",false
336,Ivermectin sterilizes the majority (85%) of men that take it,false
337,“the only person ‘hurting’ if I don’t get the vaccine is me. So mind your own business”,misleading
338,"One time in the 80’s-90’s, people died from AZT and not the actual AIDS virus; Anthony Fauci pushed this treatment",false
339,Germany suspended COVID-19 vaccinations,false
340,"“Mucus is the cause of all diseases”; “Soursop [is] 10,000 times more effective than chemotherapy for cancer”",false
341,“No one has died of cancer or heart disease since the COVID-19 thing started”,false
342,A COVID-19 booster means that the initial vaccination didn’t work,false
343,“There’s no science behind masks on kids”.,false
344,“vaccinated individuals carry 251 times the load of COVID-19 viruses in their nostrils compared to the unvaccinated”,misleading
345,“Today the FDA announced they approved a drug whose Phase III clinical trials are not expected to be completed for two more years”,false
346,"COVID-19 vaccines will cause blood clotting, fertility problems, and immune escape",false
347,Ivermectin is an effective COVID-19 treatment; COVID-19 PCR tests lead to false positives; COVID-19 vaccines aren’t working,false
348,Masks don’t work; prisoners were released instead of being given masks,false
349,Science debunks the use of face masks to stop viruses like COVID-19,mostly-false
350,"“the CDC now admits that being ‘fully vaccinated’ does not actually fight the ‘delta variant,’ but instead contributes to more infections”",false
351,"Face masks don’t reduce the spread of respiratory infections; COVID-19 vaccines are ineffective, and may lead to more severe disease; ivermectin, vitamin D, and zinc are effective COVID-19 treatments",false
352,Natural immunity is far superior to COVID-19 vaccines,false
353,"In children, “the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same”.",mostly-true
354,"Vaccinated people can still get COVID-19, spread COVID-19, die from COVID-19, and could even die from the vaccine",misleading
355,COVID-19 vaccines will make SARS-CoV-2 more dangerous due to a mechanism called antibody-dependent enhancement (ADE),misleading
356,"COVID-19 PCR test is inaccurate, will no longer be used; COVID-19 PCR test cannot differentiate between flu and COVID-19",false
357,Ethylene oxide in nasal swabs used for COVID-19 testing is harmful,false
358,"The non-vaccinated don’t get tested, so the increase in COVID-19 cases is made up or due to the vaccinated",false
359,COVID-19 vaccines caused 895 serious reactions among military veterans,misleading
360,“60% of people being admitted to hospital with COVID-19 in England have had two doses of a coronavirus vaccine”,false
361,Post-vaccination deaths reported to VAERS are caused by the vaccine,misleading
362,Both vaccinated and unvaccinated people have over 99% chance of surviving COVID-19,misleading
363,"A Harvard study showed that vaccinated people are “twice as likely to get hospitalized as opposed to if they had a natural exposure to the SARS-CoV-2 virus, then got exposed to a Delta variant”",false
364,“Nuremberg codes stipulate that consent must be voluntary […] Threatening someone’s livelihood unless they take an experimental vaccine is NOT voluntary consent.”,false
365,“You are more likely to die from the Delta variant if you have been vaccinated”,false
366,'Remember to get vaccinated or a vaccinated person might get sick from the virus they got vaccinated against because you're not vaccinated',misleading
367,“82% miscarriage rate among women who got the [COVID-19 vaccine] between 30 days and 20 weeks pregnant.”,misleading
368,The fatality rate of the Delta variant of COVID-19 is lower than the original variant,false
369,“These Spanish researchers have found that over 99 percent of the Pfizer vaccine is graphene oxide.”,misleading
370,“For three deaths prevented by vaccination we have to accept two inflicted by vaccination.”,true
371,“99.2% of U.S. COVID deaths in June were unvaccinated people”,false
372,“Buy yourselves charcoal activated tablets […] it will counteract most date rape drugs”,false
373,“The WHO says children should not receive COVID-19 vaccines”,misleading
374,“the ovaries get the highest concentration of [lipid nanoparticles from RNA vaccines]. This turns the ovaries into a very large manufacturing plant to turn out toxic spike protein“,false
375,“Individuals with previous SARS-CoV-2 infection do not get additional benefits from vaccination”,false
376,"It’s not a corona pandemic but it’s a planned, staged PCR test pandemic",misleading
377,“Passengers on first fully vaccinated [...] cruise ship test positive for COVID-19. Almost like the shot is useless.”,misleading
378,"More than half of myocarditis cases caused by COVID-19 vaccines occur in those aged between 12 and 34, yet this age group has a COVID-19 recovery rate of 99.99%",misleading
379,“The MHRA now has more than enough evidence on the Yellow Card system to declare the COVID-19 vaccines unsafe for use in humans.”,false
380,“The kids who were [in hospital for other reasons] were the ones [...] on the ventilators. Not the kids who [were in hospital for COVID-19].”,misleading
381,"Fauci’s emails prove he knew that masks don’t work against the spread of COVID-19, that hydroxychloroquine is effective against COVID-19, and that the virus is likely engineered, and he lied about these things to the public",false
382,"“Terrifying new research finds vaccine spike protein unexpectedly in [the] bloodstream. The protein is linked to blood clots, heart and brain damage”",misleading
383,Unvaccinated people have to wear masks to protect vaccinated people,misleading
384,"COVID-19 vaccines caused over 4,000 deaths; COVID-19 survivors can’t get the virus and don’t need to be vaccinated; natural immunity trumps vaccine immunity; spike protein from the vaccines is dangerous",false
385,Models that predicted that COVID-19 would cause 2.2 million deaths in the U.S. were intentionally false; treatments that are 100% effective are being banned for false reasons,misleading
386,COVID-19 vaccines caused as many deaths as the disease in young people,false
387,"“Fauci admits to wearing a mask indoors because of appearances, not science”",false
388,COVID-19 vaccines contain metals or microchips that cause magnets to attach to the arm of vaccinated people,false
389,COVID-19 vaccines skipped animal testing; COVID-19 vaccines weren’t tested in humans before being released to the public; COVID-19 vaccines are unsafe,false
390,"“3,362 people apparently died after getting the COVID-19 vaccine”; “more people, according to VAERS, have died after getting the [COVID-19] shot [...] than from all the other vaccines”",misleading
391,“COVID lockdowns don’t appear to have saved lives”; “ample scientific evidence points to the fact that lockdowns did not save lives”,false
392,"“If you die within 20 days of testing positive for [COVID-19][...], you’ll be counted as a COVID death.”; vaccines are systematically dismissed as a possible cause of death.",false
393,Survival is over 99.9% so 'why are they insisting that children get this experimental treatment?'; 'mRNA vaccines are not vaccines but an mRNA treatment',misleading
394,"“We found no COVID-19 in any of the 1,500 [COVID-19-positive] samples” but influenza A and B; “what we're dealing with is just another flu strain like every year. COVID 19 does not exist and is fictitious”",false
395,COVID-19 vaccines killed people; COVID-19 has a “99.97% survival rate”,false
396,"“Cucumber kills lung cancer cells”; “cucurbitacin B suppressed growth of human lung cancer cells by 90%, reduced their ability to invade surrounding tissues by 75% and reduced migration ability by 88%”",false
397,COVID-19 vaccines cause menstrual problems in women; vaccinated people are causing health problems in unvaccinated people around them,misleading
398,“Pfizer [COVID-19] vaccine confirmed to cause neurodegenerative diseases”; “mRNA vaccines […] can integrate into the human genome”,false
399,“Herpes infections may be a side effect of a COVID-19 vaccine”,misleading
400,"“Ivermectin is the only thing we have that treats COVID at all stages […] Ivermectin substantially reduces deaths from COVID and prevents infections”; 50 studies “show ivermectin is not just effective, but highly effective”",misleading
401,“Both medical and non-medical face masks are ineffective to reduce transmission and infectivity of COVID-19”; “long-term consequences of wearing face masks on health are detrimental [including hypoxemia and hypercapnia]”,false
402,“Pentagon develops microchip that detects COVID under your skin”; Pentagon microchip can track your location,false
403,“Birth control has a far greater risk of blood clots than any Covid-19 vaccine so far”,mostly-true
404,"“WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?”",misleading
405,“…a virus is not the cause of an illness. It’s a necessary cause […] but it is not the cause.”,half-true
406,Ketogenic-based supplements let you lose weight while sleeping; Shark Tank judges backed “keto diet pill”,false
407,“No vaccine for HIV after 40 years of research. No vaccine for the common cold [...] A virus mysteriously appears and within a year a vaccine is created and we are all expected to take it.”,misleading
408,"“Since 1986, [the U.S. Government] has paid over $4.5 billion dollars for injury claims to individuals damaged by vaccines. We all wish that vaccines were 100% safe, but the truth is, they’re not.”",misleading
409,"“look at the [vaccination] schedule, we have gotten sicker and sicker”; “the biggest jump in shots came after the 1986 vaccine protection act”",false
410,Scientific evidence doesn’t support the wearing of face masks; “why do you care if I don't wear a mask? Doesn't your mask protect you?”,false
411,COVID-19 vaccines are experimental and don’t prevent infection or transmission; most of us have a 0.05% chance of dying from COVID-19,false
412,"“coronavirus itself is responsible for just 6% of all deaths listed as coronavirus-related”, the others are “due to pre-existing comorbidities”",misleading
413,AIDS was cured in more than a dozen patients,false
414,The mRNA vaccine is “an operating system that takes over the machinery of your cells” ; “...by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.”,false
415,"Coronaviruses are all seasonal and go away on their own, including those that cause SARS and MERS; ivermectin is effective for preventing and treating COVID-19; COVID-19 vaccines are “gene therapy”, don’t give immunity or prevent transmission",false
416,COVID-19 vaccines are dangerous; they cause an overreaction of the immune system; they suppress the NK cells of the immune system; they promote virus lethality,false
417,“Not one [COVID-19] vaccine is FDA approved. [...] They are all experimental.”,misleading
418,Heart attack “victims can help themselves by coughing repeatedly and very vigorously”,false
419,“In a vegan world there would be no pandemics. 100% of pandemics are zoonotic in origin.”,misleading
420,80% of people taking the Moderna vaccine had significant side effects; children in Sudan got polio from the polio vaccine,misleading
421,"Bill Gates stated that 'We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms; we just shoot them right into the vein'",misleading
422,"“You don’t catch viruses, you naturally create them inside of your body”; “bacteria and viruses don’t cause disease.”",false
423,"COVID-19 mass vaccination will select for more virulent variants of the virus that causes COVID-19, which will escape vaccine-induced immunity and cause more severe disease",misleading
424,“Jamaica has not recorded any cases of the coronavirus”,false
425,Tinnitus is your first real warning signal that your brain could be dying,false
426,"“Scientists at Sloan Kettering discover mRNA inactivates tumor-suppressing proteins, meaning it can promote cancer”",false
427,Ivermectin reduces the risk of death from COVID-19,false
428,“Milk from cows 'has the most relevant carcinogen ever identified’ and ‘turns on cancer'“,false
429,“The Johnson & Johnson vaccine has aborted fetal tissue from aborted babies from the retina as well as from kidney cells”,misleading
430,"“The protein then can bind to your DNA and irreversibly change it”; “[It] has several different type of lipids on it that have never been injected into human beings before”; “We could be looking at right now as many as 12,000 deaths”",false
431,“The tetanus bacteria is an anaerobic bacteria. That means that it cannot live in the presence of oxygen. You cannot get tetanus by stepping on a rusty nail.“,false
432,"“CDC: Face Masks Don’t Prevent COVID-19, Study Finds Masks Have Negligible Impact on Coronavirus Numbers”; CDC “admitted such mandates do not make any statistical difference.”",misleading
433,“Vaccines cause autoimmune disease”; COVID-19 vaccine will “change your genes”; aborted fetal tissue is in vaccines,misleading
434,"“the Pfizer vaccines, for the elderly, killed during the 5-week vaccination period about 40 times more people than the disease itself would have killed”",misleading
435,"“In five weeks, America has administered the most COVID vaccine shots than any other country in the world.”",mostly-true
436,"The COVID-19 vaccines won’t let us stop mask-wearing, physical distancing and restaurants, pubs, and cinemas still remain closed, so why vaccinate?",misleading
437,“The CDC is not an independent agency. It is a vaccine company […] The CDC owns over 20 vaccine patents. It sells about $4.6 billion of vaccines every year”.,false
438,“It’s been a year & there is still no evidence masks or lockdowns slow the spread of #COVID19”,false
439,“Bananas are a powerful antiviral food—so powerful that they have the capacity to repel growth of the retrovirus HIV“,false
440,"“Health officials push pregnant women to get covid shots, despite known risks”",false
441,“Habitual use of vitamin D supplements was associated with a 34% lower risk of COVID-19 infection”; “This is an observational study so causation cannot be established”,false
442,COVID-19 cases are “down by 50%” and “daily vaccinations have increased by 85%” since “Biden took office”,mostly-true
443,COVID-19 vaccines caused miscarriages,misleading
444,One person is 300 to 900 times “more likely to die” after getting the COVID-19 vaccine than the flu vaccine; “Adverse events are widely underreported”,misleading
445,"“CDC illegally inflated the COVID fatality number by at least 1,600 percent”; “the NVSS COVID-19 Alert No. 2 [deemphasized] underlying causes of death [...] by recording them in Part II rather than Part I of death certificates [...] This was a major rule change [...] from the 2003 guidance on certification of death",false
446,There is no reason to get COVID-19 vaccines because vaccinated people can still get sick and are still required to wear masks,misleading
447,“No one can possibly know if the [COVID-19] vaccine is safe and effective because the trial is still underway; “Thousands of people who had the vaccine have died or been seriously injured by it”,false
448,"“Long-term Mask Use May Contribute to Advanced Stage Lung Cancer, Study Finds”",false
449,the “case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu”; “Biden’s press corps admits” COVID-19 was “a hoax”,false
450,"“We have vaccines because we didn't have treatment for smallpox and it was a very deadly disease that made sense to have a vaccine. [...] but [COVID-19]? Even without doing anything, this disease has a 99.991[%] chance of survival.”",misleading
451,The “American Journal of Medicine admit their stand on [hydroxychloroquine] was wrong“; it “published evidence that hydroxychloroquine is effective for preventing COVID-19“,false
452,“Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover”,misleading
453,“The CDC Finally Capitulated To ICAN’s Legal Demands and Removed the Claim that “Vaccines Do Not Cause Autism” From Its Website!”,false
454,“Aaron’s tragic death is part of a wave of suspicious deaths among elderly closely following administration of COVID vaccines.”,misleading
455,“WHO Admits High-Cycle PCR Tests Produce COVID False Positives”; the WHO’s new guidance includes lower PCR thresholds,false
456,“COVID-19 immunity likely lasts for years”,mostly-true
457,"There are many reasons to not vaccinate, including vaccine toxicity; “Vaccines don’t prevent transmission”; “Vaccinated kids are not as healthy as unvaccinated kids“",false
458,“13 Israelis suffer FACIAL PARALYSIS after taking Pfizer Covid jab”,misleading
459,"“Thousands of COVID Vaccine Injuries and 13 U.S. Deaths Reported in December Alone”; “In December, 3,916 COVID vaccine-related adverse events, including 13 deaths, were reported to VAERS”",misleading
460,”There is no evidence to support the contention that masks would stop influenza while failing to stop COVID”; “Influenza has been renamed COVID-19 in large part”,misleading
461,Ivermectin “is a safe and widely available treatment for coronavirus”; it would “work like a vaccine”,false
462,The COVID-19 RNA vaccine “is not a vaccine”; a vaccine has to disrupt transmission by CDC and FDA standards; the vaccine “activate[s] the cell to become a pathogen-manufacturing site”,misleading
463,the number of deaths in America in 2020 was not greater than that in 2019,false
464,"”A German study involving over 25,000 children reveals that major negative impacts on the physical, psychological, and behavioral health of children may be far more widespread than reported”",misleading
465,“Nashville bomber died from COVID-19”,false
466,asymptomatic spread of COVID-19 never occurs,false
467,“The COVID-19 virus does not exist”; “The virus has never been isolated”,false
468,"Simple cola produced a positive result in the COVID-19 rapid antigen tests, proving mass testing worthless",false
469,“only 6% of COVID-19 deaths were caused by COVID-19 alone”; only 0.056% of the U.S. population has died from COVID-19,misleading
470,"The AMA “reversed course”, now “giving the green light to doctors prescribing HCQ to their COVID patients.”",false
471,Nurse faints after getting a COVID-19 vaccine,misleading
472,"“According to the 1986 National Childhood Vaccine Injury Act, you cannot sue a vaccine manufacturer if the vaccine has harmed and/or killed someone”",false
473,'FDA panel backs Moderna’s COVID-19 vaccine',mostly-true
474,“They have been reducing the standards so they can pass the vaccine no matter what”; “It does not prevent transmission”,false
475,"“Remember, in ‘I Am Legend,’ the sickness didn’t make the zombies. The vaccination did.”",false
476,"The Pfizer/BioNTech vaccine contains mRNA encoding the SARS-CoV-2 spike protein, lipids, sucrose, and salts.",true
477,"“The flu is not a season! It is an inability to adapt due to decreased sun exposure and water intake, combined with increased sugar intake and stress.”",false
478,COVID-19 vaccine by Pfizer and BioNTech caused Bell’s palsy and deaths,misleading
479,“The COVID-19 pandemic is not a real medical pandemic”; “The COVID-19 vaccine is not proven safe or effective”,false
480,“Covid Vaccine is Female Sterilization”; SARS-CoV-2 vaccines may trigger an immune response against the placenta.,misleading
481,“vaccinated children appear to be significantly less healthy than the unvaccinated”,misleading
482,“Did vaccines get rid of polio? The answer is NO!”,false
483,“Vitamin D insufficiency [...] may account for the majority of COVID-19 deaths”,misleading
484,“Thalidomide was a rapid approved drug introduced in 1957 to counteract nausea and insomnia in pregnant women. It was [...] withdrawn in 1962 due to malformations in newborns [...] Be very careful with what’s coming.”,false
485,"“Johns Hopkins study mysteriously disappears after it revealed, in spite of COVID, no more deaths in 2020 than in prior years”",misleading
486,COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,false
487,"Public health measures aimed at reducing the spread of COVID-19 including face masks, vaccines, and frequent handwashing “suppress our immune systems”",misleading
488,“Masks make no significant difference”; “Masks have no significant effect”,misleading
489,Lockdowns and face masks do not work to control the COVID-19 pandemic,false
490,“Pro-mask study withdrawn after virus spread in counties analyzed by researchers”; “masks don’t work”,false
491,“CONFIRMED - aborted male fetus in [COVID-19] vaccine”,true
492,"Pfizer is part of Operation Warp Speed; “Thanks to the public-private partnership forged by President, [Pfizer] announced its Coronavirus Vaccine trial is EFFECTIVE, preventing infection in 90% of its volunteers”",mostly-true
493,"“Dr. Anthony Fauci appeared to acknowledge that large numbers of positive COVID-19 cases may arise from oversensitive tests that pick up mere fragments of the virus rather than active, viable infections. If true, many patients may have been receiving false-positive test results”",false
494,“Mask mandates do nothing to stop [the spread of] COVID[-19]”; There is “overwhelming scientific evidence” that masks do not work,false
495,“the pandemic is fundamentally over in the U.K.”; “We now know that loads of people had prior immunity [...] I believe we are now firmly at community immunity.”; “Viruses don’t do waves.”,false
496,"“the reason why the death rate is so low is because our body has another way to create immunity that goes beyond just the antibodies, it’s called the memory T cells”",misleading
497,“Most of the victims of the Spanish flu didn’t die from the Spanish flu. They died from bacterial pneumonia. And the bacterial pneumonia was caused by [...] wearing masks”,false
498,"The U.S. has “a better handle on [COVID-19] than Europe”; “the disease is less deadly here than it is in most of Europe, based on case fatality data”",misleading
499,Some mouthwashes could help curb coronavirus,misleading
500,“a third of excess deaths in the United States during the COVID-19 pandemic could not be directly attributed to the coronavirus”; “One reason for the high amount of excess deaths not attributable to COVID-19 has been disruptions in health services caused by lockdowns.”,mostly-true
501,"“We went from 75,000 flu deaths last year in America to almost 0 [...] do you think there may be allocation games being played to manipulate the truth?”",false
502,"“CDC says [the SARS-CoV-2] virus was never airborne, rendering masks worthless”",false
503,“Coronavirus horror: Volunteer in Oxford University’s COVID-19 vaccine trial DIES”,misleading
504,COVID-19 is a type of flu and is not a pandemic; PCR tests are up to 94% false positive; only 98 COVID-19 related deaths have been reported in Ireland.,false
505,"“Flu cases down by 95%” between 2019 and 2020 for the weeks 40 to 41; flu is being diagnosed as COVID-19, leading to fewer flu cases being recorded",misleading
506,“The coronavirus is no more deadly or dangerous than seasonal flu”,false
507,Fabricated genetic sequences were used to support the hypothesis that the virus arose naturally,misleading
508,"More people who wear masks become sick with COVID-19 compared to non-mask wearers, therefore masks don’t work or are making us ill",misleading
509,“Men must have sex at least 21 times a month to avoid prostate cancer”,misleading
510,“U.S. mortalities this year are not materially different from the previous 5 years”,false
511,"“Seriously if the ‘mask’ protects me and you from [COVID-19] and we've been walking around in them for months, why would anyone need a flu shot right now?”",misleading
512,Flu shots lead to severe or life-threatening conditions; flu shots are unsafe,misleading
513,“The Government has released their initial plans to force a vaccine on everyone”; “Three potential vaccines are currently in Stage 3 trials in the United States and could be ready in weeks”,false
514,“COVID-19 [is] less deadly than [seasonal] flu”,false
515,“More babies will die by abortion in two days than all the coronavirus deaths thus far”,false
516,"COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19",misleading
517,"Masks are dirty and cause bacterial overgrowth, skin infections, and “mask mouth, [which is] a new medical condition caused by wearing masks all day”",false
518,Hydrogels are part of the genome-modifying COVID-19 mRNA vaccines' delivery system; hydrogels will connect you to the internet,false
519,“Why don’t we wear masks for [tuberculosis]? Because CNN hasn’t instructed you to.”,misleading
520,The U.S. CDC encourages the use of a “[COVID-19] flu shot” on children.,false
521,“It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON”,misleading
522,"Cloth masks cannot block smoke particles which are larger than viruses, so masks cannot stop virus transmission",misleading
523,COVID-19 case numbers are inflated due to PCR test sensitivity; “90% of positive COVID-19 tests should be negative”,misleading
524,“UN Forced to Admit Gates-funded Vaccine is Causing Polio Outbreak in Africa“,false
525,“World Bank website shows COVID-19 testing kits purchased by countries in 2017 and in 2018”,false
526,"“Either masks work or they don’t”; “I don’t understand the safety concern with voting in person. Your mask works, right?”",misleading
527,Birthmarks are indicators of the MTHFR gene; “When people have MTHFR their chances of vaccine reactions increase because they cannot detox the toxins from the vaccines”,false
528,"only 6% of all the 153,504 deaths recorded actually died from Covid, the rest had other serious illnesses",misleading
529,"With the survival rate of COVID-19 close to 100% without a vaccine, what exactly will the purpose of the new vaccine be?",misleading
530,“The greatest trick the CDC ever pulled was convincing the world you can be sick without having symptoms”,false
531,“Governor of Maine orders restaurant staff to wear COVID visors like dog cones”,false
532,“The overall lethality of [COVID-19] (IFR) is about 0.1% to 0.3% and thus in the range of a severe influenza”,false
533,“Chance of NOT dying from Covid-19: 99.96%”,misleading
534,Large country-randomized controlled trial in 2.7 billion people shows 79.1% lower death rate in COVID-19 patients treated with hydroxychloroquine,true
535,"“Sweden COVID-19 Death Rate Lower Than Spain, Italy and U.K., Despite Never Having Lockdown”",misleading
536,“Would you take a vaccine with a 33% death rate to feel safe from a virus with a .06% death rate?”,misleading
537,“Can't make a vaccine that works for influenza. No vaccine for RSV. Can't cure cancer. But they sure as shit can make a vaccine in 6 months for an illness that they STILL don't understand”,false
538,"“Hydroxychloroquine, azithromycin and zinc cure [COVID-19]”",misleading
539,"If masks were effective and necessary, non-mask wearers should be dead by now",false
540,Health authorities like the World Health Organization and the U.S. Centers for Disease Control and Prevention discourage people from wearing face masks,false
541,"“You don’t need masks, there is a cure [for COVID-19] ... It is called hydroxychloroquine, zinc, and Zithromax”",false
542,5G generates coronavirus in human skin cells,misleading
543,“Coronavirus may be sexually transmitted and cause male infertility”,false
544,New oral spray “deactivates 98% of the coronavirus” in the mouth,misleading
545,Masks do nothing to prevent the spread of pathogens,half-true
